symbol,date,close,chg_1d,chg_5d,chg_20d,volume,vol_vs_ma20,rsi,score_pct,sig_count,sig_vol_surge,sig_range_expand,sig_compression,sig_vol_trend,sig_rsi_up,warn_consolidating,warn_near_support,warn_basing,warn_count
SPIL,2026-06-10,734.4,-0.03,-0.22,2.86,5321,0.92,61.7,50.0,2,True,False,True,False,False,True,False,True,2
UAIL,2026-06-10,487.5,1.56,1.14,10.54,24033,1.23,71.2,50.0,2,True,False,True,False,False,True,False,False,1
NSY,2026-06-10,9.59,0.95,0.84,0.95,22600,2.23,54.3,50.0,3,False,True,False,True,True,True,True,True,3
LICN,2026-06-10,813.0,-0.18,-0.85,0.12,7671,0.75,46.1,50.0,2,True,False,True,False,False,True,True,True,3
BGWT,2026-06-10,659.9,0.98,1.52,-1.36,1254,0.63,45.5,50.0,3,False,True,False,True,True,True,True,True,3
SIFC,2026-06-10,565.0,1.18,0.89,6.0,35315,3.17,58.5,43.0,2,True,False,False,True,False,True,False,False,1
MNBBL,2026-06-10,374.5,0.13,-0.27,0.13,27215,1.28,52.9,43.0,2,True,False,False,True,False,True,True,True,3
MLBS,2026-06-10,1245.0,2.05,-3.64,-0.4,282,1.12,43.0,43.0,2,True,False,False,True,False,True,True,False,2
JFL,2026-06-10,421.0,0.72,1.45,3.44,7459,1.66,55.8,43.0,2,True,False,False,True,False,True,False,False,1
GBIME,2026-06-10,239.8,0.33,0.46,2.26,138940,2.05,61.4,43.0,2,True,False,False,True,False,True,True,True,3
SMPDA,2026-06-10,833.0,-0.83,-0.6,-1.77,1599,0.97,41.4,43.0,2,True,False,False,True,False,True,True,True,3
GFCL,2026-06-10,648.1,-0.29,-1.8,5.04,12620,0.99,58.2,43.0,2,True,False,False,True,False,True,False,False,1
GUFL,2026-06-10,574.8,-0.02,1.91,9.9,15907,1.28,75.1,43.0,2,True,False,False,True,False,True,False,False,1
HEIP,2026-06-10,338.0,-0.59,0.09,9.35,474,0.64,55.0,40.8,2,False,True,False,True,False,True,False,False,1
AHL,2026-06-10,487.0,-0.41,-1.24,-13.96,2598,0.3,40.9,40.8,2,False,True,False,True,False,True,True,False,2
MERO,2026-06-10,720.0,-0.48,-1.91,0.7,4405,1.34,49.1,40.8,2,False,True,False,True,False,True,True,True,3
SAGF,2026-06-10,10.13,-0.69,0.2,-0.78,1600,0.49,47.1,40.8,2,False,True,False,True,False,True,True,True,3
SBCF,2026-06-10,9.85,1.86,0.0,-1.89,20500,2.16,53.7,40.8,2,False,True,False,True,False,True,True,True,3
SALICO,2026-06-10,630.0,0.0,-0.32,6.96,2367,0.34,64.9,40.8,2,False,True,False,True,False,True,False,False,1
ULHC,2026-06-10,428.0,-6.75,-7.96,-13.18,48476,2.45,32.9,40.8,2,False,True,False,True,False,False,True,False,1
PSF,2026-06-10,12.1,-1.22,-1.63,1.0,10800,0.36,46.8,40.8,2,False,True,False,True,False,True,True,True,3
NESDO,2026-06-10,1555.0,-0.58,1.3,1.97,153,0.25,54.2,39.4,2,True,False,False,False,True,True,True,True,3
ANLB,2026-06-10,5874.9,0.02,-1.51,-2.89,182,0.37,43.6,32.4,2,False,False,True,True,False,True,False,True,2
SFEF,2026-06-10,10.1,0.5,-0.88,1.92,1300,0.14,49.7,32.4,2,False,False,True,True,False,True,True,True,3
LLBS,2026-06-10,947.0,-0.11,-0.31,-1.35,338,1.1,49.6,32.4,2,False,False,True,True,False,True,True,True,3
NHDL,2026-06-10,633.2,0.67,-0.44,-2.49,2687,0.73,48.8,32.4,2,False,False,True,True,False,True,True,True,3
MKCL,2026-06-10,1240.0,0.24,-1.6,-3.88,1578,1.01,36.1,32.4,2,False,False,True,True,False,True,True,False,2
RHPL,2026-06-10,271.1,-0.44,-1.78,-2.13,27772,1.56,36.3,32.4,2,False,False,True,True,False,True,True,False,2
JOSHI,2026-06-10,281.2,0.43,-0.14,-0.28,8471,0.81,47.5,32.4,2,False,False,True,True,False,True,True,True,3
OMPL,2026-06-10,1148.0,0.44,-1.46,-1.71,1685,0.68,43.6,32.4,2,False,False,True,True,False,True,True,False,2
AVYAN,2026-06-10,1074.0,0.56,-3.5,-2.81,1831,0.44,32.6,32.4,2,False,False,True,True,False,True,True,False,2
CSY,2026-06-10,9.3,-1.06,-0.96,0.54,4140,0.66,48.4,32.4,2,False,False,True,True,False,True,True,True,3
SMATA,2026-06-10,773.8,0.49,-0.67,0.74,2890,0.89,52.5,32.4,2,False,False,True,True,False,True,True,True,3
HLBSL,2026-06-10,887.0,-0.66,0.0,-0.34,1100,1.58,49.6,32.4,2,False,False,True,True,False,True,True,True,3
ACLBSL,2026-06-10,959.0,0.84,0.2,0.52,972,1.1,52.6,32.4,2,False,False,True,True,False,True,True,True,3
KMCDB,2026-06-10,856.1,0.67,-1.82,-3.24,303,0.18,42.8,32.4,2,False,False,True,True,False,True,True,True,3
JBLB,2026-06-10,1276.0,-1.08,-1.85,-1.85,9902,2.14,40.0,32.4,2,False,False,True,True,False,True,True,True,3
ILI,2026-06-10,433.3,-0.39,-2.43,-0.62,19635,2.01,41.4,30.3,1,True,False,False,False,False,True,True,True,3
RSY,2026-06-10,10.36,1.57,1.07,2.17,12700,0.66,57.9,28.9,2,False,False,True,False,True,True,True,True,3
JHAPA,2026-06-10,1378.0,2.91,-0.85,-12.23,15651,0.79,34.6,28.9,2,False,False,True,False,True,True,False,False,1
SKHL,2026-06-10,965.0,5.71,4.21,8.92,38504,1.57,55.1,28.9,2,False,False,True,False,True,True,False,True,2
HHL,2026-06-10,365.8,1.89,0.27,-1.98,33618,1.01,46.0,28.9,2,False,False,True,False,True,True,True,True,3
DLBS,2026-06-10,1290.0,1.57,1.65,-2.86,218,0.31,49.9,28.9,2,False,False,True,False,True,True,True,True,3
NLG,2026-06-10,636.0,-0.62,-3.64,10.61,6837,0.38,63.8,28.2,1,False,True,False,False,False,True,False,False,1
SMH,2026-06-10,570.0,-1.55,-3.06,0.88,4556,0.73,40.1,28.2,1,False,True,False,False,False,True,True,False,2
SLCF,2026-06-10,10.03,-0.69,-1.18,0.4,1700,0.25,51.8,28.2,1,False,True,False,False,False,True,True,True,3
HFIN,2026-06-10,880.0,1.63,-4.86,-11.02,28533,0.6,32.3,28.2,1,False,True,False,False,False,True,False,False,1
CBBL,2026-06-10,917.0,0.11,-1.08,-0.22,18844,1.29,49.3,28.2,1,False,True,False,False,False,True,True,True,3
GVL,2026-06-10,492.0,-0.18,0.0,0.99,17557,1.31,51.6,28.2,1,False,True,False,False,False,True,True,True,3
NIMBPO,2026-06-10,148.1,-2.18,-0.6,-3.77,6715,1.48,43.0,28.2,1,False,True,False,False,False,True,True,True,3
PRVU,2026-06-10,195.0,-0.31,-1.02,-2.01,68092,0.84,39.9,28.2,1,False,True,False,False,False,True,True,True,3
PCIL,2026-06-10,774.0,0.78,-1.93,-10.52,39370,0.8,30.0,28.2,1,False,True,False,False,False,True,False,False,1
USHL,2026-06-10,603.0,-0.33,-1.15,-4.1,1114,0.59,34.1,28.2,1,False,True,False,False,False,True,True,False,2
MDB,2026-06-10,605.1,-0.48,-2.15,0.85,2743,0.31,49.5,28.2,1,False,True,False,False,False,True,True,True,3
MHCL,2026-06-10,350.0,-0.57,-1.41,-0.99,5746,1.14,46.2,28.2,1,False,True,False,False,False,True,False,False,1
LSL,2026-06-10,217.5,-0.64,-2.03,0.6,38113,0.43,38.5,28.2,1,False,True,False,False,False,True,True,False,2
NABIL,2026-06-10,536.0,0.56,-0.52,1.71,29859,0.78,61.9,28.2,1,False,True,False,False,False,True,True,True,3
NEPSE,2026-06-10,2736.17,0.09,-0.81,1.19,4297464327,1.34,43.9,28.2,1,False,True,False,False,False,True,True,True,3
MLBL,2026-06-10,363.2,-0.19,-1.81,-0.98,19936,1.42,44.1,28.2,1,False,True,False,False,False,True,True,True,3
NGPL,2026-06-10,437.9,1.13,-0.86,-0.5,113472,0.79,44.7,28.2,1,False,True,False,False,False,True,True,False,2
MBL,2026-06-10,250.0,0.4,-1.54,0.2,26681,0.4,49.4,28.2,1,False,True,False,False,False,True,False,True,2
SJLIC,2026-06-10,431.0,-0.6,-1.82,0.19,16149,1.18,46.3,28.2,1,False,True,False,False,False,True,True,True,3
KDBY,2026-06-10,11.3,0.44,-0.88,-1.74,4300,0.04,45.2,28.2,1,False,True,False,False,False,True,True,True,3
MATRI,2026-06-10,890.0,-0.56,-1.55,-1.17,418,0.78,44.7,28.2,1,False,True,False,False,False,True,True,True,3
MEN,2026-06-10,599.0,-0.66,-2.44,-0.17,49078,0.87,44.2,28.2,1,False,True,False,False,False,True,True,True,3
SHL,2026-06-10,500.0,-0.54,-0.73,0.52,3657,0.23,44.5,28.2,1,False,True,False,False,False,True,True,True,3
MABEL,2026-06-10,721.0,6.03,0.28,10.24,50219,1.76,56.2,28.2,1,False,True,False,False,False,True,False,True,2
KDL,2026-06-10,828.0,-0.08,0.24,1.22,455,0.37,50.3,28.2,1,False,True,False,False,False,True,True,True,3
KSBBL,2026-06-10,489.0,-0.2,-0.2,1.45,34624,1.2,55.8,28.2,1,False,True,False,False,False,True,True,True,3
SKHEL,2026-06-10,1175.0,1.12,-5.01,-8.2,3605,0.51,32.6,28.2,1,False,True,False,False,False,True,False,False,1
SAIL,2026-06-10,1078.0,2.76,-0.92,-6.84,40725,1.76,41.4,21.8,2,False,False,False,True,True,True,False,False,1
TSHL,2026-06-10,560.0,3.32,-1.75,-7.44,557,0.2,39.9,19.7,1,False,False,True,False,False,True,False,False,1
TAMOR,2026-06-10,459.0,-0.2,-2.34,4.03,52330,0.82,52.7,19.7,1,False,False,True,False,False,True,False,False,1
SWBBL,2026-06-10,737.5,-0.34,-0.99,-1.14,1557,0.35,48.1,19.7,1,False,False,True,False,False,True,True,True,3
WNLB,2026-06-10,1427.0,-0.45,-0.21,-2.26,165,0.87,43.0,19.7,1,False,False,True,False,False,True,True,False,2
TVCL,2026-06-10,495.0,0.2,-2.56,-5.71,3900,0.51,40.0,19.7,1,False,False,True,False,False,True,True,False,2
TTL,2026-06-10,817.0,0.37,0.18,2.0,11273,0.66,49.7,19.7,1,False,False,True,False,False,True,True,False,2
GCIL,2026-06-10,412.0,-0.72,-2.72,-1.88,32304,1.71,41.7,19.7,1,False,False,True,False,False,True,True,False,2
GHL,2026-06-10,234.0,-0.85,-0.93,-0.85,21866,0.56,43.0,19.7,1,False,False,True,False,False,True,True,False,2
GMLI,2026-06-10,1312.2,0.17,-3.09,1.72,1036,0.63,50.6,19.7,1,False,False,True,False,False,True,False,True,2
SMB,2026-06-10,1730.0,-0.29,-0.86,0.52,322,0.51,46.4,19.7,1,False,False,True,False,False,True,True,True,3
SMJC,2026-06-10,465.0,-0.21,-2.11,2.42,20845,0.54,46.9,19.7,1,False,False,True,False,False,True,False,False,1
CLI,2026-06-10,455.0,-0.11,-2.36,0.0,16135,1.25,47.2,19.7,1,False,False,True,False,False,True,True,True,3
STC,2026-06-10,5420.0,-0.18,-1.45,-8.52,1290,1.11,29.4,19.7,1,False,False,True,False,False,True,True,False,2
BJHL,2026-06-10,870.0,3.82,-2.37,-9.38,10926,0.97,36.3,19.7,1,False,False,True,False,False,True,False,False,1
BPCL,2026-06-10,676.0,0.28,-1.87,1.95,22161,0.65,43.7,19.7,1,False,False,True,False,False,True,True,False,2
BUNGAL,2026-06-10,733.1,6.54,1.82,25.96,92750,1.12,56.6,19.7,1,False,False,True,False,False,True,False,True,2
CHDC,2026-06-10,2250.0,-0.44,-0.71,-1.4,7705,0.77,42.2,19.7,1,False,False,True,False,False,True,True,True,3
CHCL,2026-06-10,483.1,-1.21,-3.38,1.49,22811,0.84,46.8,19.7,1,False,False,True,False,False,True,True,True,3
SSHL,2026-06-10,212.1,-0.7,-1.62,-0.89,46455,0.36,42.4,19.7,1,False,False,True,False,False,True,True,False,2
CKHL,2026-06-10,651.0,0.54,-2.18,0.62,1405,1.02,38.4,19.7,1,False,False,True,False,False,True,True,False,2
GBBL,2026-06-10,412.3,-0.17,-1.34,-0.77,35051,1.55,39.3,19.7,1,False,False,True,False,False,True,True,True,3
DHPL,2026-06-10,300.0,-0.66,-0.73,2.18,3455,0.84,48.3,19.7,1,False,False,True,False,False,True,True,True,3
DOLTI,2026-06-10,349.0,-0.85,-1.41,-0.43,25897,0.73,42.7,19.7,1,False,False,True,False,False,True,False,True,2
EHPL,2026-06-10,385.0,1.0,-1.28,2.12,8990,0.5,45.1,19.7,1,False,False,True,False,False,True,True,False,2
ENL,2026-06-10,875.0,-0.56,-1.09,-2.23,796,1.1,42.1,19.7,1,False,False,True,False,False,True,True,True,3
DHEL,2026-06-10,632.9,2.25,0.46,6.37,26798,0.82,53.2,19.7,1,False,False,True,False,False,True,False,False,1
CZBIL,2026-06-10,201.5,-0.25,-0.93,-0.74,29054,0.67,39.5,19.7,1,False,False,True,False,False,True,True,True,3
CREST,2026-06-10,1279.9,-0.71,0.94,15.72,10090,0.93,53.6,19.7,1,False,False,True,False,False,False,False,True,1
HDHPC,2026-06-10,216.1,-0.87,-2.22,-2.22,81589,0.47,38.3,19.7,1,False,False,True,False,False,True,True,False,2
LEC,2026-06-10,222.9,-0.49,-1.33,-0.04,65712,0.88,44.5,19.7,1,False,False,True,False,False,True,True,False,2
HIMSTAR,2026-06-10,860.0,1.3,0.0,-3.04,5020,0.83,46.1,19.7,1,False,False,True,False,False,True,True,False,2
HLI,2026-06-10,340.9,0.26,-1.19,0.29,25874,0.92,49.0,19.7,1,False,False,True,False,False,True,True,True,3
HRL,2026-06-10,644.0,-0.31,-3.06,-4.89,42478,0.39,42.8,19.7,1,False,False,True,False,False,True,False,True,2
JBBL,2026-06-10,354.0,-0.84,-1.94,-1.09,18696,0.49,42.1,19.7,1,False,False,True,False,False,True,False,True,2
ILBS,2026-06-10,922.9,1.87,-0.39,-1.29,1220,0.58,46.0,19.7,1,False,False,True,False,False,True,True,True,3
IHL,2026-06-10,400.0,0.0,-2.42,2.43,23802,0.66,40.3,19.7,1,False,False,True,False,False,True,False,False,1
SLBBL,2026-06-10,820.1,-0.23,-1.19,0.05,1495,0.4,48.6,19.7,1,False,False,True,False,False,True,True,True,3
SNLI,2026-06-10,450.0,0.51,-2.26,0.0,10953,0.73,47.0,19.7,1,False,False,True,False,False,True,True,True,3
MMKJL,2026-06-10,514.0,0.98,-2.49,5.13,2666,0.59,52.6,19.7,1,False,False,True,False,False,True,False,True,2
NRM,2026-06-10,355.0,-1.11,-2.74,-8.97,12959,0.53,36.5,19.7,1,False,False,True,False,False,True,True,False,2
NABBC,2026-06-10,860.0,-0.69,-6.42,-13.91,4611,0.79,20.7,19.7,1,False,False,True,False,False,True,True,False,2
NBL,2026-06-10,267.0,-0.19,-1.04,0.38,31800,0.59,46.8,19.7,1,False,False,True,False,False,True,False,True,2
NHPC,2026-06-10,285.0,-0.7,-0.45,0.04,179341,0.53,45.5,19.7,1,False,False,True,False,False,True,False,True,2
NICL,2026-06-10,538.7,-0.61,-4.65,9.38,25219,0.65,63.1,19.7,1,False,False,True,False,False,True,False,False,1
NICA,2026-06-10,343.0,-0.29,-2.08,-3.35,34778,0.71,40.3,19.7,1,False,False,True,False,False,True,True,True,3
SGHC,2026-06-10,358.6,0.14,-4.07,-2.45,7495,0.72,39.1,19.7,1,False,False,True,False,False,True,True,False,2
SHIVM,2026-06-10,665.0,-0.67,-1.86,-1.77,83231,0.85,41.6,19.7,1,False,False,True,False,False,True,True,False,2
SHLB,2026-06-10,1495.0,-0.33,-1.39,1.01,100,0.35,51.4,19.7,1,False,False,True,False,False,True,False,False,1
SHPC,2026-06-10,515.9,0.37,0.0,-0.31,26573,0.7,46.6,19.7,1,False,False,True,False,False,True,True,True,3
KKHC,2026-06-10,258.8,-0.12,-4.11,-2.3,46049,0.73,44.2,19.7,1,False,False,True,False,False,True,False,False,1
KBL,2026-06-10,213.1,-0.19,-1.75,-2.92,143604,0.79,36.9,19.7,1,False,False,True,False,False,True,True,False,2
SIKLES,2026-06-10,599.0,1.18,0.0,3.1,14021,1.81,53.7,19.7,1,False,False,True,False,False,True,True,True,3
SJCL,2026-06-10,292.8,-0.41,-2.4,-5.15,8552,0.48,39.1,19.7,1,False,False,True,False,False,True,True,False,2
SHINE,2026-06-10,411.1,-0.22,-1.18,0.15,7047,0.69,49.2,19.7,1,False,False,True,False,False,True,True,True,3
MLBBL,2026-06-10,1189.0,0.0,-1.73,-0.25,369,0.37,44.8,19.7,1,False,False,True,False,False,True,True,True,3
MSHL,2026-06-10,689.8,-0.01,0.12,-0.23,652,0.95,46.0,19.7,1,False,False,True,False,False,True,False,True,2
SGIC,2026-06-10,490.2,-1.17,-2.64,6.1,15143,0.7,60.6,19.7,1,False,False,True,False,False,True,False,False,1
MBJC,2026-06-10,282.4,-0.21,-1.29,0.14,18480,1.21,44.9,19.7,1,False,False,True,False,False,True,True,True,3
MEL,2026-06-10,240.5,0.63,-2.24,6.18,2294,0.18,48.2,19.7,1,False,False,True,False,False,True,False,True,2
MAKAR,2026-06-10,494.1,-0.18,-1.18,1.75,3486,0.41,44.2,19.7,1,False,False,True,False,False,True,True,True,3
LUK,2026-06-10,10.1,-1.94,-0.49,-0.88,200,0.07,53.2,19.7,1,False,False,True,False,False,True,True,True,3
NLICL,2026-06-10,588.2,0.03,-1.13,0.55,4486,0.6,47.7,19.7,1,False,False,True,False,False,True,True,True,3
NMLBBL,2026-06-10,589.0,0.68,-0.51,-0.34,3876,0.63,46.2,19.7,1,False,False,True,False,False,True,True,True,3
NTC,2026-06-10,847.0,-0.43,-1.48,-4.83,11049,0.74,25.8,19.7,1,False,False,True,False,False,True,True,False,2
SABBL,2026-06-10,1152.0,0.17,-4.08,-6.34,6277,0.64,30.4,19.7,1,False,False,True,False,False,True,True,False,2
RURU,2026-06-10,650.1,0.0,-1.05,0.03,3269,0.6,42.4,19.7,1,False,False,True,False,False,True,True,True,3
PPCL,2026-06-10,384.0,0.0,-1.54,2.4,3491,0.45,52.5,19.7,1,False,False,True,False,False,True,False,True,2
PMHPL,2026-06-10,334.6,0.18,-2.34,-1.15,3830,0.65,40.4,19.7,1,False,False,True,False,False,True,True,False,2
PHCL,2026-06-10,309.5,0.49,-0.39,0.58,81955,1.71,53.4,19.7,1,False,False,True,False,False,True,True,True,3
SEF,2026-06-10,10.1,1.0,0.0,1.0,18000,0.73,53.0,19.7,1,False,False,True,False,False,True,True,True,3
NICLBSL,2026-06-10,570.0,-0.7,-1.38,-0.87,2999,0.63,45.9,19.7,1,False,False,True,False,False,True,True,False,2
NIL,2026-06-10,654.0,-0.71,-1.36,7.21,2379,0.33,68.5,19.7,1,False,False,True,False,False,True,False,False,1
SBL,2026-06-10,402.0,0.53,-0.47,2.16,31016,0.51,59.2,19.7,1,False,False,True,False,False,True,False,True,2
SARBTM,2026-06-10,855.0,-0.58,-1.72,1.18,9309,0.88,50.4,19.7,1,False,False,True,False,False,True,True,True,3
SBI,2026-06-10,396.0,-0.25,-0.73,0.28,21810,0.54,44.7,19.7,1,False,False,True,False,False,True,True,True,3
SANIMA,2026-06-10,363.0,-0.22,-1.47,0.14,31381,0.47,50.3,19.7,1,False,False,True,False,False,True,True,True,3
SAHAS,2026-06-10,665.0,0.59,-0.3,0.94,45824,0.35,57.2,19.7,1,False,False,True,False,False,True,True,True,3
NIFRA,2026-06-10,261.0,-0.04,-0.76,-1.14,48460,0.87,41.4,19.7,1,False,False,True,False,False,True,True,True,3
NUBL,2026-06-10,658.8,-0.18,-0.54,-1.67,1339,0.41,45.0,19.7,1,False,False,True,False,False,True,True,True,3
NWCL,2026-06-10,793.0,1.5,0.0,1.02,1551,1.48,49.9,19.7,1,False,False,True,False,False,True,True,True,3
USHEC,2026-06-10,509.0,0.0,0.39,3.25,11726,0.72,56.6,19.7,1,False,False,True,False,False,True,False,True,2
AHPC,2026-06-10,277.0,0.8,-0.72,-0.72,61990,0.85,45.8,19.7,1,False,False,True,False,False,True,True,True,3
PURE,2026-06-10,921.0,1.21,-0.22,-3.15,6924,0.64,43.4,19.7,1,False,False,True,False,False,True,True,False,2
RHGCL,2026-06-10,282.5,-2.08,-3.09,-4.88,42612,1.19,38.5,19.7,1,False,False,True,False,False,True,True,False,2
USLB,2026-06-10,1253.0,-0.32,-0.64,-0.94,720,1.0,43.7,19.7,1,False,False,True,False,False,True,True,True,3
UNHPL,2026-06-10,412.0,0.0,-4.3,-14.17,21637,0.22,30.5,19.7,1,False,False,True,False,False,True,True,False,2
UPPER,2026-06-10,201.9,0.25,-0.54,-1.66,76917,0.8,40.4,19.7,1,False,False,True,False,False,True,True,True,3
BHDC,2026-06-10,456.2,0.26,-1.87,-1.51,6467,0.3,43.9,19.7,1,False,False,True,False,False,True,True,False,2
BEDC,2026-06-10,362.0,0.89,-0.55,0.5,10057,0.46,43.0,19.7,1,False,False,True,False,False,True,False,False,1
BANDIPUR,2026-06-10,825.0,0.61,-0.01,2.61,23168,0.57,47.4,19.7,1,False,False,True,False,False,True,True,False,2
ALICL,2026-06-10,453.0,-1.07,-1.52,-0.64,6454,0.38,47.2,19.7,1,False,False,True,False,False,True,True,True,3
ALBSL,2026-06-10,1110.0,0.91,0.19,0.23,3122,0.82,49.6,19.7,1,False,False,True,False,False,True,False,True,2
AKPL,2026-06-10,267.0,0.19,-1.0,-0.74,25345,0.34,43.8,19.7,1,False,False,True,False,False,True,False,True,2
FOWAD,2026-06-10,1030.5,-0.91,-2.69,-1.87,5798,1.77,42.3,12.7,1,False,False,False,True,False,True,True,True,3
CGH,2026-06-10,782.0,-1.01,-1.15,-2.6,48057,2.75,25.4,12.7,1,False,False,False,True,False,True,True,True,3
GILB,2026-06-10,1120.0,-0.13,-1.41,-1.58,728,0.76,48.7,12.7,1,False,False,False,True,False,True,True,False,2
NRN,2026-06-10,1374.9,0.93,0.07,-0.01,22226,0.59,42.3,9.2,1,False,False,False,False,True,True,False,True,2
SANVI,2026-06-10,700.0,1.45,1.01,2.71,16508,0.71,49.0,9.2,1,False,False,False,False,True,True,False,False,1
MLBSL,2026-06-10,1800.0,2.26,1.12,-0.28,364,0.57,50.8,9.2,1,False,False,False,False,True,True,False,True,2
RLEL,2026-06-10,947.9,4.16,-1.77,-10.07,10719,0.7,36.1,9.2,1,False,False,False,False,True,True,False,False,1
SINDU,2026-06-10,750.0,2.04,1.63,6.23,12722,1.38,57.1,9.2,1,False,False,False,False,True,True,False,True,2
VLUCL,2026-06-10,495.0,-0.4,1.64,2.93,1687,0.54,50.7,9.2,1,False,False,False,False,True,True,False,True,2
PRSF,2026-06-10,13.1,1.39,0.77,1.55,58034,0.21,56.7,9.2,1,False,False,False,False,True,True,True,True,3
KSY,2026-06-10,9.93,1.12,2.37,1.85,1000,0.12,61.0,9.2,1,False,False,False,False,True,True,False,True,2
